id,school_name,qs_ranking,country_region,broad_category,specific_field,program_name,program_url,graduate_school_url,degree_type,duration,acceptance_rate,crawl_status,language_requirements,program_details,university_logo
45,Harvard University,5,United States,Sciences,Sciences,Environmental Science,https://www.harvarduniversity.edu/programs/environmental-science,https://www.harvarduniversity.edu/graduate-admissions/,PhD,4-6 years,5.3,成功,"English Language Requirements: TOEFL iBT: 106+, IELTS: 8.0+. Additional Testing: GRE General: 329+.","Program Overview: The Environmental Science program at Harvard University is a PhD degree program in Sciences. This 4-6 years program is offered at a world-renowned university ranked #5 globally. Tuition and Fees: $62,643 per year. Academic Prerequisites: Bachelor's degree in relevant science field, Strong mathematical background, Laboratory experience, Research experience preferred. GPA Requirements: Minimum GPA: 3.8/4.0 (highly competitive). Admission Statistics: The program receives approximately 2,670 applications annually with an acceptance rate of 5.3%, admitting around 141 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/Harvard_University_logo.png
46,Harvard University,5,United States,Medicine,Medicine,Public Health,https://www.harvarduniversity.edu/programs/public-health,https://www.harvarduniversity.edu/graduate-admissions/,MPH,1-2 years,3.8,成功,"English Language Requirements: TOEFL iBT: 109+, IELTS: 7.5+. Additional Testing: MCAT required.","Program Overview: The Public Health program at Harvard University is a MPH degree program in Medicine. This 1-2 years program is offered at a world-renowned university ranked #5 globally. Tuition and Fees: $72,636 per year. Academic Prerequisites: Science background preferred, Statistics coursework, Healthcare experience recommended, Research experience valuable. GPA Requirements: Minimum GPA: 3.8/4.0 (highly competitive). Admission Statistics: The program receives approximately 6,739 applications annually with an acceptance rate of 3.8%, admitting around 256 students. Career Prospects: Alumni become practicing physicians, researchers, healthcare administrators, and medical educators.",/home/ubuntu/university_logos/Harvard_University_logo.png
47,Harvard University,5,United States,Medicine,Medicine,Biomedical Sciences,https://www.harvarduniversity.edu/programs/biomedical-sciences,https://www.harvarduniversity.edu/graduate-admissions/,MPH,1-2 years,3.0,成功,"English Language Requirements: TOEFL iBT: 109+, IELTS: 8.0+. Additional Testing: MCAT required.","Program Overview: The Biomedical Sciences program at Harvard University is a MPH degree program in Medicine. This 1-2 years program is offered at a world-renowned university ranked #5 globally. Tuition and Fees: $104,095 per year. Academic Prerequisites: Relevant undergraduate degree, Laboratory experience, Strong science foundation, Research interests. GPA Requirements: Minimum GPA: 4.0/4.0 (highly competitive). Admission Statistics: The program receives approximately 1,367 applications annually with an acceptance rate of 3.0%, admitting around 41 students. Career Prospects: Alumni become practicing physicians, researchers, healthcare administrators, and medical educators.",/home/ubuntu/university_logos/Harvard_University_logo.png
48,Harvard University,5,United States,Medicine,Medicine,Pharmacy,https://www.harvarduniversity.edu/programs/pharmacy,https://www.harvarduniversity.edu/graduate-admissions/,MD,4 years,3.8,成功,"English Language Requirements: TOEFL iBT: 107+, IELTS: 7.5+. Additional Testing: MCAT required.","Program Overview: The Pharmacy program at Harvard University is a MD degree program in Medicine. This 4 years program is offered at a world-renowned university ranked #5 globally. Tuition and Fees: $91,117 per year. Academic Prerequisites: Science background preferred, Statistics coursework, Healthcare experience recommended, Research experience valuable. GPA Requirements: Minimum GPA: 3.9/4.0 (highly competitive). Admission Statistics: The program receives approximately 6,665 applications annually with an acceptance rate of 3.8%, admitting around 253 students. Career Prospects: Alumni become practicing physicians, researchers, healthcare administrators, and medical educators.",/home/ubuntu/university_logos/Harvard_University_logo.png
49,University of Cambridge,6,United Kingdom,Computer Science,Computer Science,Machine Learning,https://www.universityofcambridge.edu/programs/machine-learning,https://www.universityofcambridge.edu/graduate-admissions/,PhD,5-6 years,3.0,成功,"English Language Requirements: IELTS: 7.5+, TOEFL iBT: 106+. Additional Testing: GRE General: 314+, GRE Subject Test recommended.","Program Overview: The Machine Learning program at University of Cambridge is a PhD degree program in Computer Science. This 5-6 years program is offered at a world-renowned university ranked #6 globally. Tuition and Fees: £46,605 per year. Academic Prerequisites: Computer Science fundamentals, Object-oriented programming, Database systems knowledge preferred. GPA Requirements: Minimum GPA: 3.8/4.0 (highly competitive). Admission Statistics: The program receives approximately 3,194 applications annually with an acceptance rate of 3.0%, admitting around 95 students. Career Prospects: Graduates pursue careers in technology companies, research institutions, startups, and continue with doctoral studies.",/home/ubuntu/university_logos/University_of_Cambridge_logo.png
50,University of Cambridge,6,United Kingdom,Computer Science,Computer Science,Software Engineering,https://www.universityofcambridge.edu/programs/software-engineering,https://www.universityofcambridge.edu/graduate-admissions/,PhD,5-6 years,3.0,成功,"English Language Requirements: IELTS: 8.0+, TOEFL iBT: 114+. Additional Testing: GRE General: 318+.","Program Overview: The Software Engineering program at University of Cambridge is a PhD degree program in Computer Science. This 5-6 years program is offered at a world-renowned university ranked #6 globally. Tuition and Fees: £31,606 per year. Academic Prerequisites: Computer Science fundamentals, Object-oriented programming, Database systems knowledge preferred. GPA Requirements: Minimum GPA: 3.8/4.0 (highly competitive). Admission Statistics: The program receives approximately 3,834 applications annually with an acceptance rate of 3.0%, admitting around 115 students. Career Prospects: Graduates pursue careers in technology companies, research institutions, startups, and continue with doctoral studies.",/home/ubuntu/university_logos/University_of_Cambridge_logo.png
51,University of Cambridge,6,United Kingdom,Computer Science,Computer Science,Cybersecurity,https://www.universityofcambridge.edu/programs/cybersecurity,https://www.universityofcambridge.edu/graduate-admissions/,MS,1.5 years,3.8,成功,"English Language Requirements: IELTS: 8.0+, TOEFL iBT: 107+. Additional Testing: GRE General: 312+.","Program Overview: The Cybersecurity program at University of Cambridge is a MS degree program in Computer Science. This 1.5 years program is offered at a world-renowned university ranked #6 globally. Tuition and Fees: £42,758 per year. Academic Prerequisites: Computer Science fundamentals, Object-oriented programming, Database systems knowledge preferred. GPA Requirements: Minimum GPA: 3.9/4.0 (highly competitive). Admission Statistics: The program receives approximately 3,031 applications annually with an acceptance rate of 3.8%, admitting around 115 students. Career Prospects: Graduates pursue careers in technology companies, research institutions, startups, and continue with doctoral studies.",/home/ubuntu/university_logos/University_of_Cambridge_logo.png
52,University of Cambridge,6,United Kingdom,Engineering,Engineering,Chemical Engineering,https://www.universityofcambridge.edu/programs/chemical-engineering,https://www.universityofcambridge.edu/graduate-admissions/,PhD,4-5 years,3.5,成功,"English Language Requirements: IELTS: 8.0+, TOEFL iBT: 112+. Additional Testing: No additional tests required.","Program Overview: The Chemical Engineering program at University of Cambridge is a PhD degree program in Engineering. This 4-5 years program is offered at a world-renowned university ranked #6 globally. Tuition and Fees: £35,159 per year. Academic Prerequisites: Bachelor's degree in Engineering, Calculus I-III, Linear Algebra, Differential Equations, Physics I-II. GPA Requirements: Minimum GPA: 3.9/4.0 (highly competitive). Admission Statistics: The program receives approximately 7,333 applications annually with an acceptance rate of 3.5%, admitting around 256 students. Career Prospects: Alumni work in engineering firms, technology companies, research labs, and government agencies.",/home/ubuntu/university_logos/University_of_Cambridge_logo.png
53,University of Cambridge,6,United Kingdom,Engineering,Engineering,Civil Engineering,https://www.universityofcambridge.edu/programs/civil-engineering,https://www.universityofcambridge.edu/graduate-admissions/,MEng,1.5 years,13.9,成功,"English Language Requirements: IELTS: 7.5+, TOEFL iBT: 109+. Additional Testing: GRE General: 328+.","Program Overview: The Civil Engineering program at University of Cambridge is a MEng degree program in Engineering. This 1.5 years program is offered at a world-renowned university ranked #6 globally. Tuition and Fees: £49,260 per year. Academic Prerequisites: Strong foundation in mathematics and physics, Relevant engineering coursework, Laboratory experience preferred. GPA Requirements: Minimum GPA: 3.8/4.0 (highly competitive). Admission Statistics: The program receives approximately 1,257 applications annually with an acceptance rate of 13.9%, admitting around 174 students. Career Prospects: Alumni work in engineering firms, technology companies, research labs, and government agencies.",/home/ubuntu/university_logos/University_of_Cambridge_logo.png
54,University of Cambridge,6,United Kingdom,Engineering,Engineering,Aerospace Engineering,https://www.universityofcambridge.edu/programs/aerospace-engineering,https://www.universityofcambridge.edu/graduate-admissions/,PhD,4-5 years,3.7,成功,"English Language Requirements: IELTS: 7.5+, TOEFL iBT: 110+. Additional Testing: GRE General: 327+, GRE Subject Test recommended.","Program Overview: The Aerospace Engineering program at University of Cambridge is a PhD degree program in Engineering. This 4-5 years program is offered at a world-renowned university ranked #6 globally. Tuition and Fees: £42,835 per year. Academic Prerequisites: Bachelor's degree in Engineering, Calculus I-III, Linear Algebra, Differential Equations, Physics I-II. GPA Requirements: Minimum GPA: 3.8/4.0 (highly competitive). Admission Statistics: The program receives approximately 2,547 applications annually with an acceptance rate of 3.7%, admitting around 94 students. Career Prospects: Alumni work in engineering firms, technology companies, research labs, and government agencies.",/home/ubuntu/university_logos/University_of_Cambridge_logo.png
55,University of Cambridge,6,United Kingdom,Engineering,Engineering,Electrical Engineering,https://www.universityofcambridge.edu/programs/electrical-engineering,https://www.universityofcambridge.edu/graduate-admissions/,MEng,1 year,12.6,成功,"English Language Requirements: IELTS: 7.5+, TOEFL iBT: 109+. Additional Testing: GRE General: 314+, GRE Subject Test recommended.","Program Overview: The Electrical Engineering program at University of Cambridge is a MEng degree program in Engineering. This 1 year program is offered at a world-renowned university ranked #6 globally. Tuition and Fees: £43,017 per year. Academic Prerequisites: Bachelor's degree in Engineering, Calculus I-III, Linear Algebra, Differential Equations, Physics I-II. GPA Requirements: Minimum GPA: 3.7/4.0 (highly competitive). Admission Statistics: The program receives approximately 7,154 applications annually with an acceptance rate of 12.6%, admitting around 901 students. Career Prospects: Alumni work in engineering firms, technology companies, research labs, and government agencies.",/home/ubuntu/university_logos/University_of_Cambridge_logo.png
56,University of Cambridge,6,United Kingdom,Business,Business,Business Analytics,https://www.universityofcambridge.edu/programs/business-analytics,https://www.universityofcambridge.edu/graduate-admissions/,MA,2 years,14.3,成功,"English Language Requirements: IELTS: 8.0+, TOEFL iBT: 108+. Additional Testing: GRE General: 312+.","Program Overview: The Business Analytics program at University of Cambridge is a MA degree program in Business. This 2 years program is offered at a world-renowned university ranked #6 globally. Tuition and Fees: £47,617 per year. Academic Prerequisites: Undergraduate degree, Professional experience preferred, Strong quantitative skills, Leadership experience. GPA Requirements: Minimum GPA: 3.7/4.0 (highly competitive). Admission Statistics: The program receives approximately 1,654 applications annually with an acceptance rate of 14.3%, admitting around 236 students. Career Prospects: Graduates advance to leadership positions in corporations, consulting, finance, and entrepreneurship.",/home/ubuntu/university_logos/University_of_Cambridge_logo.png
57,University of Cambridge,6,United Kingdom,Business,Business,Finance,https://www.universityofcambridge.edu/programs/finance,https://www.universityofcambridge.edu/graduate-admissions/,MS,1 year,14.2,成功,"English Language Requirements: IELTS: 7.5+, TOEFL iBT: 107+. Additional Testing: GRE General: 312+.","Program Overview: The Finance program at University of Cambridge is a MS degree program in Business. This 1 year program is offered at a world-renowned university ranked #6 globally. Tuition and Fees: £28,374 per year. Academic Prerequisites: Bachelor's degree from accredited institution, 2-5 years work experience (MBA), GMAT/GRE scores required. GPA Requirements: Minimum GPA: 3.8/4.0 (highly competitive). Admission Statistics: The program receives approximately 5,160 applications annually with an acceptance rate of 14.2%, admitting around 732 students. Career Prospects: Graduates advance to leadership positions in corporations, consulting, finance, and entrepreneurship.",/home/ubuntu/university_logos/University_of_Cambridge_logo.png
58,University of Cambridge,6,United Kingdom,Business,Business,Marketing,https://www.universityofcambridge.edu/programs/marketing,https://www.universityofcambridge.edu/graduate-admissions/,MA,2 years,9.6,成功,"English Language Requirements: IELTS: 7.5+, TOEFL iBT: 112+. Additional Testing: No additional tests required.","Program Overview: The Marketing program at University of Cambridge is a MA degree program in Business. This 2 years program is offered at a world-renowned university ranked #6 globally. Tuition and Fees: £31,449 per year. Academic Prerequisites: Undergraduate degree, Professional experience preferred, Strong quantitative skills, Leadership experience. GPA Requirements: Minimum GPA: 3.7/4.0 (highly competitive). Admission Statistics: The program receives approximately 4,240 applications annually with an acceptance rate of 9.6%, admitting around 407 students. Career Prospects: Graduates advance to leadership positions in corporations, consulting, finance, and entrepreneurship.",/home/ubuntu/university_logos/University_of_Cambridge_logo.png
59,University of Cambridge,6,United Kingdom,Business,Business,Master of Business Administration,https://www.universityofcambridge.edu/programs/master-of-business-administration,https://www.universityofcambridge.edu/graduate-admissions/,MBA,1.5 years,5.2,成功,"English Language Requirements: IELTS: 7.5+, TOEFL iBT: 111+. Additional Testing: No additional tests required.","Program Overview: The Master of Business Administration program at University of Cambridge is a MBA degree program in Business. This 1.5 years program is offered at a world-renowned university ranked #6 globally. Tuition and Fees: £37,899 per year. Academic Prerequisites: Bachelor's degree from accredited institution, 2-5 years work experience (MBA), GMAT/GRE scores required. GPA Requirements: Minimum GPA: 4.0/4.0 (highly competitive). Admission Statistics: The program receives approximately 5,209 applications annually with an acceptance rate of 5.2%, admitting around 270 students. Career Prospects: Graduates advance to leadership positions in corporations, consulting, finance, and entrepreneurship.",/home/ubuntu/university_logos/University_of_Cambridge_logo.png
60,University of Cambridge,6,United Kingdom,Sciences,Sciences,Psychology,https://www.universityofcambridge.edu/programs/psychology,https://www.universityofcambridge.edu/graduate-admissions/,PhD,4-6 years,4.2,成功,"English Language Requirements: IELTS: 8.0+, TOEFL iBT: 115+. Additional Testing: No additional tests required.","Program Overview: The Psychology program at University of Cambridge is a PhD degree program in Sciences. This 4-6 years program is offered at a world-renowned university ranked #6 globally. Tuition and Fees: £37,766 per year. Academic Prerequisites: Science background, Mathematics through calculus, Laboratory skills, Independent research experience. GPA Requirements: Minimum GPA: 3.9/4.0 (highly competitive). Admission Statistics: The program receives approximately 4,242 applications annually with an acceptance rate of 4.2%, admitting around 178 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Cambridge_logo.png
61,University of Cambridge,6,United Kingdom,Sciences,Sciences,Mathematics,https://www.universityofcambridge.edu/programs/mathematics,https://www.universityofcambridge.edu/graduate-admissions/,MA,1-2 years,13.9,成功,"English Language Requirements: IELTS: 8.0+, TOEFL iBT: 111+. Additional Testing: GRE General: 322+.","Program Overview: The Mathematics program at University of Cambridge is a MA degree program in Sciences. This 1-2 years program is offered at a world-renowned university ranked #6 globally. Tuition and Fees: £49,289 per year. Academic Prerequisites: Science background, Mathematics through calculus, Laboratory skills, Independent research experience. GPA Requirements: Minimum GPA: 3.8/4.0 (highly competitive). Admission Statistics: The program receives approximately 6,596 applications annually with an acceptance rate of 13.9%, admitting around 916 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Cambridge_logo.png
62,University of Cambridge,6,United Kingdom,Sciences,Sciences,Physics,https://www.universityofcambridge.edu/programs/physics,https://www.universityofcambridge.edu/graduate-admissions/,MS,2 years,8.2,成功,"English Language Requirements: IELTS: 8.0+, TOEFL iBT: 105+. Additional Testing: GRE General: 313+, GRE Subject Test recommended.","Program Overview: The Physics program at University of Cambridge is a MS degree program in Sciences. This 2 years program is offered at a world-renowned university ranked #6 globally. Tuition and Fees: £32,467 per year. Academic Prerequisites: Bachelor's degree in relevant science field, Strong mathematical background, Laboratory experience, Research experience preferred. GPA Requirements: Minimum GPA: 3.9/4.0 (highly competitive). Admission Statistics: The program receives approximately 2,840 applications annually with an acceptance rate of 8.2%, admitting around 232 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Cambridge_logo.png
63,University of Cambridge,6,United Kingdom,Education,Education,Educational Leadership,https://www.universityofcambridge.edu/programs/educational-leadership,https://www.universityofcambridge.edu/graduate-admissions/,MA,2 years,15.9,成功,"English Language Requirements: IELTS: 8.0+, TOEFL iBT: 108+. Additional Testing: GRE General: 309+.","Program Overview: The Educational Leadership program at University of Cambridge is a MA degree program in Education. This 2 years program is offered at a world-renowned university ranked #6 globally. Tuition and Fees: £25,117 per year. Academic Prerequisites: Undergraduate degree, Interest in education, Volunteer experience with students, Strong communication skills. GPA Requirements: Minimum GPA: 3.8/4.0 (highly competitive). Admission Statistics: The program receives approximately 6,366 applications annually with an acceptance rate of 15.9%, admitting around 1,012 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Cambridge_logo.png
64,University of Cambridge,6,United Kingdom,Education,Education,Curriculum and Instruction,https://www.universityofcambridge.edu/programs/curriculum-and-instruction,https://www.universityofcambridge.edu/graduate-admissions/,MEd,1-2 years,14.5,成功,"English Language Requirements: IELTS: 8.0+, TOEFL iBT: 113+. Additional Testing: GRE General: 301+.","Program Overview: The Curriculum and Instruction program at University of Cambridge is a MEd degree program in Education. This 1-2 years program is offered at a world-renowned university ranked #6 globally. Tuition and Fees: £25,950 per year. Academic Prerequisites: Bachelor's degree, Teaching experience preferred, Education coursework, Student teaching or classroom experience. GPA Requirements: Minimum GPA: 3.7/4.0 (highly competitive). Admission Statistics: The program receives approximately 4,034 applications annually with an acceptance rate of 14.5%, admitting around 584 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Cambridge_logo.png
65,ETH Zurich,7,Switzerland,Computer Science,Computer Science,Machine Learning,https://www.ethzurich.edu/programs/machine-learning,https://www.ethzurich.edu/graduate-admissions/,MS,2 years,7.7,成功,"English Language Requirements: IELTS: 7.5+, TOEFL iBT: 93+. Additional Testing: GRE General: 315+.","Program Overview: The Machine Learning program at ETH Zurich is a MS degree program in Computer Science. This 2 years program is offered at a world-renowned university ranked #7 globally. Tuition and Fees: CHF 1,723 per year. Academic Prerequisites: Strong mathematical background including Calculus, Linear Algebra, Statistics, Programming proficiency required. GPA Requirements: Minimum GPA: 3.8/4.0 (highly competitive). Admission Statistics: The program receives approximately 4,079 applications annually with an acceptance rate of 7.7%, admitting around 314 students. Career Prospects: Graduates pursue careers in technology companies, research institutions, startups, and continue with doctoral studies.",/home/ubuntu/university_logos/ETH_Zurich_logo.png
66,ETH Zurich,7,Switzerland,Computer Science,Computer Science,Software Engineering,https://www.ethzurich.edu/programs/software-engineering,https://www.ethzurich.edu/graduate-admissions/,PhD,5-6 years,3.0,成功,"English Language Requirements: IELTS: 7.5+, TOEFL iBT: 94+. Additional Testing: No additional tests required.","Program Overview: The Software Engineering program at ETH Zurich is a PhD degree program in Computer Science. This 5-6 years program is offered at a world-renowned university ranked #7 globally. Tuition and Fees: CHF 1,204 per year. Academic Prerequisites: Strong mathematical background including Calculus, Linear Algebra, Statistics, Programming proficiency required. GPA Requirements: Minimum GPA: 3.7/4.0 (highly competitive). Admission Statistics: The program receives approximately 7,667 applications annually with an acceptance rate of 3.0%, admitting around 230 students. Career Prospects: Graduates pursue careers in technology companies, research institutions, startups, and continue with doctoral studies.",/home/ubuntu/university_logos/ETH_Zurich_logo.png
67,ETH Zurich,7,Switzerland,Computer Science,Computer Science,Human-Computer Interaction,https://www.ethzurich.edu/programs/human-computer-interaction,https://www.ethzurich.edu/graduate-admissions/,PhD,4-5 years,3.0,成功,"English Language Requirements: IELTS: 6.5+, TOEFL iBT: 92+. Additional Testing: GRE General: 316+.","Program Overview: The Human-Computer Interaction program at ETH Zurich is a PhD degree program in Computer Science. This 4-5 years program is offered at a world-renowned university ranked #7 globally. Tuition and Fees: CHF 1,787 per year. Academic Prerequisites: Strong mathematical background including Calculus, Linear Algebra, Statistics, Programming proficiency required. GPA Requirements: Minimum GPA: 3.9/4.0 (highly competitive). Admission Statistics: The program receives approximately 2,497 applications annually with an acceptance rate of 3.0%, admitting around 74 students. Career Prospects: Graduates pursue careers in technology companies, research institutions, startups, and continue with doctoral studies.",/home/ubuntu/university_logos/ETH_Zurich_logo.png
68,ETH Zurich,7,Switzerland,Computer Science,Computer Science,Data Science,https://www.ethzurich.edu/programs/data-science,https://www.ethzurich.edu/graduate-admissions/,MS,1.5 years,5.5,成功,"English Language Requirements: IELTS: 7.0+, TOEFL iBT: 93+. Additional Testing: GRE General: 323+.","Program Overview: The Data Science program at ETH Zurich is a MS degree program in Computer Science. This 1.5 years program is offered at a world-renowned university ranked #7 globally. Tuition and Fees: CHF 1,408 per year. Academic Prerequisites: Computer Science fundamentals, Object-oriented programming, Database systems knowledge preferred. GPA Requirements: Minimum GPA: 3.8/4.0 (highly competitive). Admission Statistics: The program receives approximately 6,106 applications annually with an acceptance rate of 5.5%, admitting around 335 students. Career Prospects: Graduates pursue careers in technology companies, research institutions, startups, and continue with doctoral studies.",/home/ubuntu/university_logos/ETH_Zurich_logo.png
69,ETH Zurich,7,Switzerland,Engineering,Engineering,Aerospace Engineering,https://www.ethzurich.edu/programs/aerospace-engineering,https://www.ethzurich.edu/graduate-admissions/,MS,2 years,12.2,成功,"English Language Requirements: IELTS: 7.5+, TOEFL iBT: 98+. Additional Testing: No additional tests required.","Program Overview: The Aerospace Engineering program at ETH Zurich is a MS degree program in Engineering. This 2 years program is offered at a world-renowned university ranked #7 globally. Tuition and Fees: CHF 1,608 per year. Academic Prerequisites: Strong foundation in mathematics and physics, Relevant engineering coursework, Laboratory experience preferred. GPA Requirements: Minimum GPA: 3.8/4.0 (highly competitive). Admission Statistics: The program receives approximately 4,565 applications annually with an acceptance rate of 12.2%, admitting around 556 students. Career Prospects: Alumni work in engineering firms, technology companies, research labs, and government agencies.",/home/ubuntu/university_logos/ETH_Zurich_logo.png
70,ETH Zurich,7,Switzerland,Engineering,Engineering,Civil Engineering,https://www.ethzurich.edu/programs/civil-engineering,https://www.ethzurich.edu/graduate-admissions/,PhD,4-5 years,3.0,成功,"English Language Requirements: IELTS: 7.5+, TOEFL iBT: 99+. Additional Testing: No additional tests required.","Program Overview: The Civil Engineering program at ETH Zurich is a PhD degree program in Engineering. This 4-5 years program is offered at a world-renowned university ranked #7 globally. Tuition and Fees: CHF 1,149 per year. Academic Prerequisites: Strong foundation in mathematics and physics, Relevant engineering coursework, Laboratory experience preferred. GPA Requirements: Minimum GPA: 3.7/4.0 (highly competitive). Admission Statistics: The program receives approximately 4,124 applications annually with an acceptance rate of 3.0%, admitting around 123 students. Career Prospects: Alumni work in engineering firms, technology companies, research labs, and government agencies.",/home/ubuntu/university_logos/ETH_Zurich_logo.png
71,ETH Zurich,7,Switzerland,Business,Business,Finance,https://www.ethzurich.edu/programs/finance,https://www.ethzurich.edu/graduate-admissions/,MS,1.5 years,12.7,成功,"English Language Requirements: IELTS: 7.0+, TOEFL iBT: 98+. Additional Testing: No additional tests required.","Program Overview: The Finance program at ETH Zurich is a MS degree program in Business. This 1.5 years program is offered at a world-renowned university ranked #7 globally. Tuition and Fees: CHF 1,433 per year. Academic Prerequisites: Undergraduate degree, Professional experience preferred, Strong quantitative skills, Leadership experience. GPA Requirements: Minimum GPA: 3.7/4.0 (highly competitive). Admission Statistics: The program receives approximately 2,511 applications annually with an acceptance rate of 12.7%, admitting around 318 students. Career Prospects: Graduates advance to leadership positions in corporations, consulting, finance, and entrepreneurship.",/home/ubuntu/university_logos/ETH_Zurich_logo.png
72,ETH Zurich,7,Switzerland,Business,Business,Management,https://www.ethzurich.edu/programs/management,https://www.ethzurich.edu/graduate-admissions/,MBA,1.5 years,5.3,成功,"English Language Requirements: IELTS: 7.0+, TOEFL iBT: 95+. Additional Testing: GRE General: 320+.","Program Overview: The Management program at ETH Zurich is a MBA degree program in Business. This 1.5 years program is offered at a world-renowned university ranked #7 globally. Tuition and Fees: CHF 1,834 per year. Academic Prerequisites: Undergraduate degree, Professional experience preferred, Strong quantitative skills, Leadership experience. GPA Requirements: Minimum GPA: 3.9/4.0 (highly competitive). Admission Statistics: The program receives approximately 1,440 applications annually with an acceptance rate of 5.3%, admitting around 76 students. Career Prospects: Graduates advance to leadership positions in corporations, consulting, finance, and entrepreneurship.",/home/ubuntu/university_logos/ETH_Zurich_logo.png
73,ETH Zurich,7,Switzerland,Sciences,Sciences,Biology,https://www.ethzurich.edu/programs/biology,https://www.ethzurich.edu/graduate-admissions/,PhD,4-6 years,3.3,成功,"English Language Requirements: IELTS: 7.0+, TOEFL iBT: 98+. Additional Testing: GRE General: 324+.","Program Overview: The Biology program at ETH Zurich is a PhD degree program in Sciences. This 4-6 years program is offered at a world-renowned university ranked #7 globally. Tuition and Fees: CHF 2,146 per year. Academic Prerequisites: Science background, Mathematics through calculus, Laboratory skills, Independent research experience. GPA Requirements: Minimum GPA: 3.8/4.0 (highly competitive). Admission Statistics: The program receives approximately 3,849 applications annually with an acceptance rate of 3.3%, admitting around 127 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/ETH_Zurich_logo.png
74,ETH Zurich,7,Switzerland,Education,Education,Educational Psychology,https://www.ethzurich.edu/programs/educational-psychology,https://www.ethzurich.edu/graduate-admissions/,MEd,1-2 years,22.0,成功,"English Language Requirements: IELTS: 7.0+, TOEFL iBT: 93+. Additional Testing: GRE General: 302+.","Program Overview: The Educational Psychology program at ETH Zurich is a MEd degree program in Education. This 1-2 years program is offered at a world-renowned university ranked #7 globally. Tuition and Fees: CHF 1,723 per year. Academic Prerequisites: Educational background, Leadership experience, Classroom teaching experience, Professional development interest. GPA Requirements: Minimum GPA: 3.7/4.0 (highly competitive). Admission Statistics: The program receives approximately 5,133 applications annually with an acceptance rate of 22.0%, admitting around 1,129 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/ETH_Zurich_logo.png
75,ETH Zurich,7,Switzerland,Education,Education,Educational Leadership,https://www.ethzurich.edu/programs/educational-leadership,https://www.ethzurich.edu/graduate-admissions/,MEd,1-2 years,14.3,成功,"English Language Requirements: IELTS: 7.0+, TOEFL iBT: 94+. Additional Testing: GRE General: 301+.","Program Overview: The Educational Leadership program at ETH Zurich is a MEd degree program in Education. This 1-2 years program is offered at a world-renowned university ranked #7 globally. Tuition and Fees: CHF 1,855 per year. Academic Prerequisites: Educational background, Leadership experience, Classroom teaching experience, Professional development interest. GPA Requirements: Minimum GPA: 3.7/4.0 (highly competitive). Admission Statistics: The program receives approximately 6,013 applications annually with an acceptance rate of 14.3%, admitting around 859 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/ETH_Zurich_logo.png
76,National University of Singapore (NUS),8,Singapore,Computer Science,Computer Science,Artificial Intelligence,https://www.nationaluniversityofsingaporenus.edu/programs/artificial-intelligence,https://www.nationaluniversityofsingaporenus.edu/graduate-admissions/,MS,2 years,5.7,成功,"English Language Requirements: TOEFL iBT: 92+, IELTS: 7.0+. Additional Testing: GRE General: 328+.","Program Overview: The Artificial Intelligence program at National University of Singapore (NUS) is a MS degree program in Computer Science. This 2 years program is offered at a world-renowned university ranked #8 globally. Tuition and Fees: S$50,783 per year. Academic Prerequisites: Strong mathematical background including Calculus, Linear Algebra, Statistics, Programming proficiency required. GPA Requirements: Minimum GPA: 3.8/4.0 (highly competitive). Admission Statistics: The program receives approximately 5,890 applications annually with an acceptance rate of 5.7%, admitting around 335 students. Career Prospects: Graduates pursue careers in technology companies, research institutions, startups, and continue with doctoral studies.",/home/ubuntu/university_logos/National_University_of_Singapore_NUS_logo.png
